filename,segment_id,segment,victim_presence,reasoning_victim_presence,narrative_frame_citizenship_passive,narrative_frame_suffering_passive,narrative_frame_agency_passive,narrative_frame_reconciliation_passive,narrative_frame_victimblaming_passive,narrative_frame_angerhatred_passive,narrative_frame_passive_dimensions,narrative_frame_citizenship_active,narrative_frame_suffering_active,narrative_frame_agency_active,narrative_frame_reconciliation_active,narrative_frame_victimblaming_active,narrative_frame_angerhatred_active,narrative_frame_active_dimensions,narrative_frame_additional,reasoning_narrative_frame
REMHI Report - Nunca Mas.pdf,11,-+ f/? f .)__A/L «_ cio .j +Mons. Próspero Penados del Barrio Arzobispo Primado de Guatemal ---,0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,12,Mártir de la Verdad In Memoriam Monseñor Juan Gerardi,0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,13,"El 26 de abril pasado, dos días después de haber presentado en la Catedral Metropolitana de Guatemala, la primera edición del informe ""Guatemala Nunca Más"", el director pastoral del Proyecto REMHI, monseñor Juan Gerardi, fue brutalmente asesinado. Este segundo tiraje, que sale a luz siete meses después, quiere ser un homenaje a su memoria y, a la vez, un testimonio de continuidad de su obra.",1," Menciona el asesinato de monseñor Gerardi, señalando una víctima; no hay testimonio directo de víctimas.",0,1,0.5,0,0,0,"[martir(es), conmemoración, defensor de la memoria]",0,0,0,0,0,0,[],Memoria y homenaje,"El asesinato brutal de Gerardi subraya el sufrimiento y lo sitúa como mártir. La nueva edición como homenaje y continuidad de su obra expresa conmemoración y defensa de la memoria, mostrando agencia simbólica colectiva. No hay referencias a ciudadanía, reconciliación, culpabilización ni a sentimientos considerados inaceptables."
REMHI Report - Nunca Mas.pdf,14,"Quienes atentaron contra la vida de monseñor Gerardi han buscado acabar su misión y fijarle límites a la acción pastoral de la Iglesia Católica en Guatemala. Y no han ahorrado recursos: difamación, escándalo, daños a la dignidad y honor de las víctimas etc. Por eso, la difusión de este Informe adquiere una doble importancia. Ratificamos así nuestro compromiso con la sociedad y especialmente con las víctimas de la guerra interna, que urgen una verdadera paz cimentada en la verdad, la justicia, el perdón y la reconciliación; y damos testimonio de seguir el camino que él nos marcó. Monseñor Gerardi, como lo expresó la Conferencia Episcopal de Guatemala en su comunicado del 22 de octubre, es para nosotros un ejemplo de Pastor que, primero en La Verapaz, luego en Quiché y finalmente en la Arquidiócesis de Guatemala, supo entregarse con sensibilidad, sabiduría y constancia a la labor pastoral. Fue también un incansable defensor de la dignidad de la persona humana, especialmente al frente de la Oficina de Derechos Humanos del Arzobispado. Se esforzó, no obstante la dificultad y el riesgo que esto comportaba, en hacer brillar la luz de la verdad sobre las páginas posiblemente más oscuras y terribles de la historia de nuestra patria, impulsando el proyecto de la Recuperación de la Memoria Histórica ( REMHI). Buscaba sanar la herida profunda que hay en el corazón de un gran número de guatemaltecos y abrir así el camino para una auténtica reconciliación. La impunidad que, hasta ahora, ha rodeado el asesinato contra Monseñor, deja al descubierto la persistencia de grupos oscurantistas dispuestos a cobrar el más alto costo en vidas humanas para no perder su poder fincado en la injusticia y el miedo. Y más, mantener vigente una ley no escrita que ejercen desde hace mucho: decidir sobre la vida y la muerte de las personas. Mientras los aparatos de la muerte no sean desmantelados, aquí no concluirá la azarosa transición hacia el Estado democrático de Derecho.",1,"Menciona explícitamente a víctimas y su dignidad, compromiso con víctimas de la guerra interna. No testimonios directos.",1,1,1,1,0,0,"[obligaciones del Estado, responsabilidades del Estado, inclusión en el estado democrático, democratización, violencia continua, violencia histórica, violencia estructural, necesidad de apoyo, defensor de los derechos humanos, defensor de la memoria, conmemoración, reclamación de los derechos humanos, reconciliación, perdón, orientación al futuro]",0,0,0,0,0,0,[],Memoria y verdad,"El texto subraya hacer brillar la verdad, REMHI y la difusión del informe como prácticas de memoria pública para reconocer a las víctimas, sanar heridas y habilitar reconciliación. La verdad se opone a la impunidad y a los aparatos de muerte, articulando justicia y consolidación democrática."
REMHI Report - Nunca Mas.pdf,15,"En contrabalance, estos hechos abominables están llamando la atención de nuestra sociedad y del mundo sobre la fragilidad del proceso y la urgencia de profundizar los",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,16,"Acuerdos de Paz. En particular, los que se refieren a la reconversión militar y de los organismos de inteligencia, a fin de que reorienten su doctrina y dejen de actuar con total discrecionalidad; la creación de la Policía Nacional Civil, para que sea modelo de relación democrática del Estado con la sociedad; y la edificación de un sistema de justicia guiado por principios de ética y equidad, capaz de dar respuesta a las ingentes demandas de las víctimas de los cómenes atroces que nos siguen desangrando.",1," Segmento menciona víctimas explícitamente, en referencia a demandas de justicia por crímenes atroces; no testimonios directos.",1,0.5,0.5,0.5,0,0,"[obligaciones del Estado,responsabilidades del Estado,inclusión en el estado democrático,democratización,violencia continua,reclamación de los derechos humanos,orientación al futuro]",0,0,0,0,0,0,[],Justicia transicional y garantías de no repetición,"Se priorizan reformas de seguridad y justicia y la creación de instituciones democráticas para responder a las demandas de las víctimas, asegurando sanción, reparación y prevención de nuevos abusos."
REMHI Report - Nunca Mas.pdf,17,"La recuperación de la memoria es insustituible en el esfuerzo de conquistar la paz. La última visión de Monseñor Gerardi fue la reconciliación de todos los guatemaltecos. Al vivir su muerte y resurección nos reafirmamos en la búsqueda de la verdad y la justicia, comprometiéndonos en la construcción de una Guatemala nueva. La reconciliación -nos decía- no es cuestión sólo de pactos políticos. Por eso el Proyecto REMHI, que ha sido apoyado por los obispos de la Conferencia Episcopal, no fue producto de un pacto político. Se fue construyendo como un plan pastoral de las comunidades. Es un ejercicio de libertad, un apoyo a la dignificación de las víctimas y de los victimarios que con gran coraje hicieron un acto de arrepentimiento, condición para la convivencia y la reconstrucción social.",1,Habla de víctimas y victimarios; no hay testimonios directos de víctimas.,0.5,0.5,1,1,0,0,"[la (non)reconocimiento, democratización, necesidad de apoyo, martir(es), conmemoración, defensor de la memoria, movilización (comunitaria), actor(as) de cambio, reconciliación, orientación al futuro]",0,0,0,0,0,0,[],Religioso-pastoral,"La reconciliación estructura el pasaje: se afirma como meta y condición para convivencia y reconstrucción, con orientación al futuro. La capacidad de acción aparece en el REMHI como ejercicio de libertad, memoria y organización comunitaria. Ciudadanía emerge indirectamente en la dignificación y reconocimiento de las víctimas en la Guatemala nueva."
REMHI Report - Nunca Mas.pdf,18,"""Guatemala Nunca Más"" no es una simple denuncia; es, sobre todo, un anuncio. La buena nueva de la resurrección del pueblo martirizado. Cuando este segundo tiraje sale a luz, la Iglesia inicia la devolución, una etapa que afirma la acción pastoral del Proyecto REMHI, sin la cual éste quedaóa inconcluso. Consiste en regresar a las comunidades su historia y convertirla en pedagogía de paz, especialmente en la niñez y la juventud. Además, la Iglesia sirve a la comunidad atendiendo las necesidades que las víctimas expresaron en sus testimonios: exhumaciones de cementerios clandestinos, programas de salud mental, apoyo en el análisis y resolución pacífica de los conflictos. Son los componentes de una pastoral de reconciliación, complementarios de los Acuerdos de Paz. No actuamos al margen de ellos. Tratamos de construir la paz desde abajo y desde adentro. Desde la base de la sociedad y desde el interior del hombre y de la mujer. Esta es misión de la Iglesia, consecuente con los principios del Evangelio. Finalizo recordando las palabras de monseñor Gerardi aquella memorable tarde del 24 de abril: Es posible la paz, una paz que nace de la verdad de cada uno y de todos. Verdad dolorosa, memoria de las llagas profundas y sangrientas del país. Verdad personificante y liberadora que posibilita que todo hombre y mujer se encuentre consigo mismo y asuma su historia. Verdad que a todos nos desafía para que reconozcamos la responsabilidad individual y colectiva y nos comprometamos a que esos abominables hechos no vuelvan a repetirse. Teniendo en cuenta estos pensamientos, los invito a entrar a estas historias desgarradoras que, sin embargo, jamás renuncian a la esperanza y al consuelo.",1,Menciona a las víctimas y sus necesidades expresadas en testimonios; no incluyen declaraciones directas de víctimas aquí.,0.5,1,0.5,1,0,0,"[la (non)reconocimiento, martir(es), necesidad de apoyo, violencia histórica, vulnerabilidad, conmemoración, defensor de la memoria, movilización (comunitaria), actor(as) de cambio, reconciliación, orientación al futuro]",0,0,0,0,0,0,[],Marco teológico-redentor,"Se enfatiza sufrimiento mediante pueblo martirizado, heridas y necesidades de apoyo; reconciliación por paz, verdad y no repetición; y capacidad de acción al construir paz desde abajo, con memoria, exhumaciones y pedagogía. Además, un marco teológico-redentor estructura la narrativa con resurrección, misión pastoral, esperanza y consuelo."
REMHI Report - Nunca Mas.pdf,19,t Mons. Mario Enrique Ríos Obispo Auxiliar Arquidiócesis de Guatemala,0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,20,"Guatemala de la Asunción, 29 de Octubre 1998 XIV",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,21,"Agradecimientos A las personas y comunidades declarantes; Animadores de la Reconciliación, Agentes de Pastoral y Obispos de la Iglesia Católica Guatemalteca; traductores, transcriptores, personal de apoyo de la ODHAG, las Diócesis, Arquidiócesis de Los Altos y Guatemala, codificadores, consultores, enlaces y voluntarios nacionales e internacionales.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,22,"A la Autoridad Sueca para el Desarrollo Internacional (ASDI) y la Agencia de Cooperación para el Desarrollo de Noruega (NORAD), por su apoyo durante todo el proceso de ejecución del proyecto.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,23,"A la Unión Europea (UE), Asociación Protestante de Cooperación para el Desarrollo (EZE), MISEREOR de Alemania, DANIDA, OXFAM U.K., Consejería de Proyectos, Fundación Heinrich Boll, Servicio Alemán de Cooperación Social y Técnica (DEO) y la Cooperación Técnica Alemana (GTZ), por apoyar al proyecto en diferentes etapas.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,24,"Al Gobierno de Suiza, INKOTA-Médico Internacional de Alemania, por financiar la publicación del presente informe.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,25,"A todos, por su invaluable e incondicional compromiso y apoyo, que ha hecho posible recuperar las memorias del sufrimiento de la población durante el conflicto armado y acompañar las aflicciones y esperanzas de los guatemaltecos ante el desafío de la reconstrucción social y la paz.",1," Menciona el sufrimiento y aflicciones de la población guatemalteca durante el conflicto, aludiendo explícitamente a víctimas.",0,1,0.5,1,0,0,"[violencia histórica, necesidad de apoyo, conmemoración, defensor de la memoria, movimiento(s) de solidaridad, orientación al futuro]",0,0,0,0,0,0,[],memoria histórica,"Se destaca el sufrimiento vivido y las aflicciones, junto con el acompañamiento solidario para recuperar memorias. Se vincula explícitamente a la reconstrucción social y la paz, mostrando orientación al futuro. También hay agencia mediante solidaridad y defensa de la memoria, que posibilitan conmemoración y cuidado colectivo hacia las víctimas."
REMHI Report - Nunca Mas.pdf,26,"La promesa es que el lenguaje ha reconocido, ha dado cobijo, a la experiencia que lo necesitaba, que lo pedía a gritos.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,27,John Berger Presentación General,0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,28,"Los objetivos iniciales El 20 de octubre de 1994 la Oficina de Derechos Humanos del Arzobispado de Guatemala (ODHAG) promovió entre los obispos de la Conferencia Episcopal de Guatemala (CEG) un proyecto para recoger testimonios sobre las violaciones de los derechos humanos ocurridas durante el conflicto armado interno. Esa iniciativa estaba sustentada en la convicción de que además de su impacto individual y colectivo, la violencia política le había quitado a la gente su derecho a la palabra. Durante muchos años los familiares y sobrevivientes no pudieron compartir su experiencia, dar a conocer lo sucedido ni denunciar a los responsables.",1," Menciona explícitamente familiares y sobrevivientes y su imposibilidad de testimoniar, sin incluir sus voces directas.",1,1,0.5,0,0,0,"[titular(es) de derechos, la (non)reconocimiento, exclusión (social), vulnerabilidad, violencia continua, defensor de los derechos humanos, defensor de la memoria, reclamación de los derechos humanos]",0,0,0,0,0,0,[],Silenciamiento/negación de la voz,"Se enfatizan violaciones de derechos humanos y la negación del derecho a la palabra, mostrando vulnerabilidad y daño prolongado. La ODHAG actúa como defensora de derechos y de la memoria al promover testimonios y la denuncia. No aparecen reconciliación, culpabilización ni emociones socialmente inaceptables."
REMHI Report - Nunca Mas.pdf,29,"El objetivo inicial era dar insumos a la futura Comisión de Esclarecimiento Histórico (CEH) cuyo acuerdo básico había sido ya logrado en Oslo, Noruega, el 23 de junio de 1994, como parte de las negociaciones entre el gobierno de Guatemala y la Unidad Revolucionaria Nacional Guatemalteca (URNG). Lo que se pretendía, en un principio, era avanzar en el trabajo que posteriormente tendría que desplegar la CEH, de una manera que no estuviese limitada por los términos restrictivos del acuerdo entre la guerrilla y el gobierno, y que contribuyese a hacer su trabajo más eficaz en una sociedad aún dominada por el miedo y con un componente multicultural y plurilingüe, que multiplicarían las dificultades. Todos los obispos de la CEG aceptaron a título personal el proyecto, lo que permitió el inicio de un diálogo con diversas estructuras eclesiales, y fue allí en definitiva donde se decidió aceptar o postergar su realización, ya fuera por considerar que no había condiciones o porque el tema estaba fuera de sus prioridades de trabajo pastoral. No debemos perder de vista -afirmó una religiosa en la asamblea del vicariato de Petén- que vamos a remover una historia que aún no es ceniza muerta, es materia candente, y si no sabemos trabajarla, puede hacer daño a las comunidades. La expresión resumía los riesgos, no sólo en un plano político sino, sobre todo, humano, de un esfuerzo inédito a esta escala en Guatemala.",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,30,"Trabajo interdiocesano En abril de 1995 se inició la experiencia interdiocesana de REMHI con las diócesis de El Quiché, La Verapaz, Petén, Los Altos, Huehuetenango, San Marcos, Sololá, Izaba!, Escuintla y la Arquidiócesis de Guatemala, que se comprometieron a facilitar e impulsar el trabajo en distintos departamentos. 1",0,0,,,,,,,,,,,,,,,,
REMHI Report - Nunca Mas.pdf,31,"La ODHAG jugó un papel equivalente a una secretaría técnica para efectos organizativos, logísticos y de sistematización. En los talleres que realizamos a partir de entonces cada mes, se fue afirmando el modelo del proyecto, los objetivos centrales, la metodología del trabajo y su filosofía. La estrategia se desagregó en cuatro etapas: l. La preparación. 2. La recogida de testimonios. 3. El procesamiento y análisis. 4. La devolución y el seguimiento.",0,0,,,,,,,,,,,,,,,,
