filename,segment_id,segment,victim_presence,reasoning_victim_presence,narrative_frame_citizenship_passive,narrative_frame_suffering_passive,narrative_frame_agency_passive,narrative_frame_reconciliation_passive,narrative_frame_victimblaming_passive,narrative_frame_angerhatred_passive,narrative_frame_passive_dimensions,narrative_frame_citizenship_active,narrative_frame_suffering_active,narrative_frame_agency_active,narrative_frame_reconciliation_active,narrative_frame_victimblaming_active,narrative_frame_angerhatred_active,narrative_frame_active_dimensions,narrative_frame_additional,reasoning_narrative_frame
Actoras Report - Tejidos que lleva el alma.pdf,13,"Simultáneamente, el trabajo de acompañamiento para “generar procesos de sanación, de empoderamiento, de reconstrucción de la memoria histórica y de lucha por la justicia” a mujeres sobrevivientes de violencia sexual, permitió que se vislumbraran “las propias heridas” de quienes individualmente y como equipos, participaron en el proceso. No es posible vincularse a esta realidad sin cambiar. Pues ser mujeres, mestizas, indígenas o extranjeras, vivir en Guatemala y compartir procesos para salir del dolor, no puede dejar indemne a nadie. Estoy segura que cada una de las mujeres que participó en el acompañamiento, aprendió algo de sí misma y a escucharse un poco más.",1, Menciona explícitamente a mujeres sobrevivientes de violencia sexual; no incluyen testimonios directos de víctimas.,0.5,1,1,0.5,0,0,"[marginalización,vulnerabilidad,necesidad de apoyo,violencia histórica,lucha,resiliencia,sobreviviente,grupo(s) de apoyo mutuo,movimiento(s) de solidaridad,defensor de la memoria,actor(as) de cambio,orientación al futuro]",0,0,0,0,0,0,[],Sanación y acompañamiento psicosocial,"El relato enmarca a las sobrevivientes en procesos de sanación, empoderamiento y reconstrucción de memoria, mediante acompañamiento colectivo que transforma también a las acompañantes, orientado a salir del dolor y buscar justicia.

Sufrimiento es fuerte porque nombra explícitamente a mujeres sobrevivientes de violencia sexual, alude a “salir del dolor” y a “propias heridas”, remarcando vulnerabilidad y necesidad de apoyo. Capacidad de acción es central: se enfatizan “empoderamiento”, “lucha por la justicia” y “reconstrucción de la memoria histórica”, mostrando resiliencia, agencia colectiva y defensa de la memoria. Reconciliación aparece indirectamente mediante una orientación al futuro: los procesos de sanación implican cambio personal y aprendizaje (“no es posible vincularse… sin cambiar”, “aprendió algo de sí misma”), marcando transformación hacia adelante."
Actoras Report - Tejidos que lleva el alma.pdf,14,"Es fundamental mencionar a quienes participaron en los equipos: las traductoras, las intérpretes, las promotoras, la asistente de investigación y las investigadoras. La coordinadora del consorcio, el equipo coordinador, las psicólogas, las encargadas de los procesos de formación-sanación, así como las personas que aportaron al trabajo administrativo y financiero. Todas ellas, dieron lo mejor de sí y se arriesgaron, al ser parte de un proceso que las cambiaría, a pesar de las resistencias, los obstáculos, las dificultades, las amenazas y los retos personales que ello implicaba.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,15,"Esta investigación, no hubiera sido posible sin la mirada feminista que centra el desarrollo de su conocimiento en la experiencia vital de las mujeres. Está claro que quienes estén realmente comprometidas/os con la transformación de la situación emocional, social, política y económica de las mujeres, tendrán que conocer y profundizar sobre diferentes vertientes del pensamiento feminista, para crear herramientas seriamente responsables y comprometidas con dicha transformación. La crítica solo es válida desde el conocimiento serio de la propuesta.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,16,"Pero lo que enriqueció verdaderamente este trabajo, fue el intercambio y discusión de enfoques, paradigmas y subjetividades, que aunque en algunos momentos hizo más lentos los procesos, -en realidad- logró integrar experiencias de espiritualidad maya, cosmovisiones diversas de sanación, experiencias de trabajo psicosocial, experiencias organizativas locales y nacionales de trabajo con mujeres, marcos teóricos y prácticas de vida diversas; procesos identitarios por opción política, por pertenencia étnica, por idioma, por historias personales y de grupo. El resultado más importante en este sentido, es que hubo conexiones y encuentros.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,17,"Según veo, lo que necesitamos precisamente en este país es el desarrollo de estos procesos de encuentro de tal manera que nadie se sitúe como observador/a a distancia. Lo que vivimos, es resultado de cómo lo vivimos y lo que vivimos es lo que nosotros hacemos cada día6. En otras palabras, es tiempo de generar cambios a partir del conocimiento y encuentro con las y los otros, pero no en el intento de convencer, sino en el intento de respetarnos, reconocernos y aprender entre todos. Esto sólo es posible si nos incluimos en el cambio.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,18,"Si “la disociación es un mecanismo psicológico defensivo contra la angustia (…) para dejar fuera de la conciencia un área significativa de (la) experiencia”7, como sociedad guatemalteca hemos sobrevivido por muchos años disociados de nuestra capacidad de vernos, escucharnos y respetarnos. Hemos vivido disociados de nuestra corporalidad afectiva y deseosa, de nuestra autoestima. Hemos internalizado, en cambio, una historia opresiva que nos sitúa en la violencia y el desprecio a lo que somos como pueblos.",1,"Describe efectos psicosociales de violencia y opresión en la sociedad guatemalteca y sus pueblos, sin testimonio directo de víctimas.",0.5,1,0,0,0,0,"[la (non)reconocimiento, discriminación, marginalización, vulnerabilidad, violencia histórica, violencia estructural]",0,0,0,0,0,0,[],Trauma psicosocial colectivo,"El pasaje psicologiza el daño describiendo disociación, autoimagen y afectividad heridas para explicar un sufrimiento social internalizado por la opresión, señalando efectos traumáticos persistentes en la subjetividad colectiva más allá de la violencia física."
Actoras Report - Tejidos que lleva el alma.pdf,19,"Son nuestros miedos los que nos han permitido evadir los temas que en realidad nos liberan de las inseguridades y del sentido victimista de vivir. Atreverse a nombrar las cosas por su nombre como lo hace esta investigación, nos obliga a replantearnos la manera como pensamos y actuamos para transformar la sociedad y el largo camino que aún nos queda por recorrer. Actoras de Cambio sienta un precedente de cómo recorrer el camino.",0,0,,,,,,,,,,,,,,,,
Actoras Report - Tejidos que lleva el alma.pdf,20,"Así como no hay causa que valga para justificar que la violencia sexual haya sucedido, tampoco hay justificación posible para seguir sin abordar esta problemática de manera seria y comprometida. Nuevas estrategias de acompañamiento son posibles a partir de esta investigación: para grupos de mujeres, de derechos humanos, para organizaciones de viudas, de victimas, locales y nacionales, para movimientos sociales, para instituciones académicas y universidades, para el Estado. Esta investigación nos confronta. Si doña Carolina, doña María, doña Beatriz, doña Carlota, doña Dorotea, doña Salomé, doña Julia, Carmela y Jesusa, cada una desde sus tiempos, avanzan en el arduo recorrido que dignifica su experiencia y su palabra, hacen sus duelos y sanan sus heridas ¿Por qué nosotras y nosotros no?",1," Menciona explícitamente a víctimas y sobrevivientes con nombres propios y organizaciones de víctimas, sin incluir sus testimonios directos.",0.5,1,1,0.5,0,0,"[obligaciones del Estado, responsabilidades del Estado, la (non)reconocimiento, necesidad de apoyo, vulnerabilidad, resiliencia, sobreviviente, reclamación de los derechos humanos, movilización (comunitaria), orientación al futuro]",0,0,0,0,0,0,[],Sanación y dignificación,"Predomina Sufrimiento por la condena de la violencia sexual, los duelos y la necesidad de apoyo. Capacidad de acción se evidencia en sobrevivientes que avanzan, dignifican su palabra y en estrategias para grupos y movimientos. Ciudadanía surge en la exigencia de abordar el problema y en responsabilidades estatales. Marco adicional: sanación y dignificación."
Actoras Report - Tejidos que lleva el alma.pdf,21,La violación sexual en conflictos armados es uno de los silencios más grandes de la historia de la humanidad. Aunque ha sido una práctica común y masi­ va en todas las guerras y en todos los genocidios ­para someter pueblos y ban dos enemigos a través del cuerpo de las mujeres­ la violencia sexual só lo ha sido interpretada como una práctica aislada cometida por soldados en búsqueda de placer.,1," Habla de la victimización de mujeres mediante violencia sexual en conflictos y genocidios, sin incluir testimonios directos.",0.5,1,0,0,0,0,"[la (non)reconocimiento,discriminación,violencia histórica,violencia estructural,vulnerabilidad]",0,0,0,0,0,0,[],Violencia sexual como arma de guerra,"Presenta la violación sexual como estrategia sistemática para someter poblaciones y bandos enemigos, y denuncia su ocultamiento histórico."
Actoras Report - Tejidos que lleva el alma.pdf,22,"Guatemala no fue una excepción. A pesar que los informes “Guatemala: Nun ca más” del Proyecto de Recuperación de la Memoria Histórica (ReMHI, 1998) y “Memoria del Silencio” de la Comisión de Esclarecimiento Histórico (ceH, 1999), reconocen la dimensión sistemática, masiva y generalizada que co bró la violación sexual contra las mujeres durante la guerra, ninguno in­ vestigó los hechos de violencia sexual con la misma profundidad que los otros crímenes. Tampoco hicieron recomendaciones para que el Estado de Guatemala diera seguimiento a este crimen de lesa humanidad como condi­ ción sine qua non para construir una paz duradera y un Estado de derecho so bre bases dignas y justas:",1,Menciona explícitamente a mujeres víctimas de violencia sexual y la falta de investigación y recomendaciones estatales.,1,1,0,0.5,0,0,"[obligaciones del Estado, responsabilidades del Estado, inclusión en el estado democrático, la (non)reconocimiento, violencia estructural, violencia histórica, orientación al futuro]",0,0,0,0,0,0,[],"

Impunidad y silenciamiento institucional"," Se visibiliza una violencia sexual masiva y sistemática, pero se denuncia su investigación insuficiente y la ausencia de recomendaciones estatales, reproduciendo impunidad y silenciamiento específico de mujeres. Se vincula el cumplimiento de obligaciones estatales con una paz duradera y un Estado de derecho digno y justo, mostrando futuro condicionado a justicia."
Actoras Report - Tejidos que lleva el alma.pdf,23,"Un silencio espeso ha caído sobre esta violación a los derechos humanos (...) Este silencio ha fomentado la impunidad en torno a estos crímenes, y le­ gitimado este tipo de violación a los derechos humanos de las mujeres como algo poco importante y hasta natural. (Fulchiron, 2004: 13)",1," Habla de violaciones a derechos de mujeres, víctimas, y de impunidad; no es testimonio directo de ellas.",1,1,0,0,0,0,"[titular(es) de derechos, obligaciones del Estado, la (non)reconocimiento, discriminación, marginalización, violencia continua, violencia estructural]",0,0,0,0,0,0,[],Silencio e impunidad,"Se denuncia que el silencio social e institucional naturaliza la violencia contra las mujeres, alimentando la impunidad. Esto subraya a las mujeres como titulares de derechos y el no reconocimiento estatal, con discriminación y marginalización, configurando violencia estructural y continua. No hay agencia, reconciliación ni culpabilización de víctimas explícitas."
Actoras Report - Tejidos que lleva el alma.pdf,24,"Silenciar la violación sexual que se cometió contra las mujeres, y masiva­ mente contra las mujeres mayas durante el conflicto armado, es hacer que no exista. Es hacerla desaparecer de la memoria colectiva.",1," Se describen explícitamente a mujeres, especialmente mayas, como víctimas de violación sexual durante el conflicto; no hablan ellas.",0.5,1,0.5,1,0,0,"[la (non)reconocimiento, violencia histórica, violencia continua, defensor de la memoria, olvido]",0,0,0,0,0,0,[],Invisibilización y silencio,"Suprimir testimonios de violencia sexual, especialmente contra mujeres mayas, borra los hechos de la memoria colectiva, niega reconocimiento y bloquea verdad y justicia. Este marco subraya cómo el silencio reproduce el daño y protege a perpetradores, manteniendo la impunidad y perpetuando desigualdades."
Actoras Report - Tejidos que lleva el alma.pdf,25,"La ausencia de las mujeres, y en particular mujeres mayas, en los dis­ cursos, escritos o acciones de recuperación de la memoria histórica no es ca sual ni políticamente neutral. En general, la memoria histórica representa un campo de batalla después de los conflictos armados internos, donde el Es tado y las fuerzas involucradas en graves crímenes de lesa humanidad pre tenden imponer un silencio. La negación de las experiencias de las muje­ res mayas en la memoria social se conjuga, además, con una concepción an drocéntrica, racista y clasista del mundo, donde la experiencia masculina occi dental representa la totalidad de la experiencia humana (Nash, 1988: 15). Refleja uno de los mecanismos del sistema patriarcal1 a través del que se les despoja a las mujeres de su condición de humanas, y de sujetas his­ tóricas, despojo que se agrava por la adscripción étnica en el caso de las mu jeres mayas.",1, Habla de la negación y silenciamiento de mujeres mayas víctimas en la memoria histórica; no hay testimonios directos.,1,1,0.5,0,0,0,"[la (non)reconocimiento, discriminación, exclusión (social), marginalización, desigualdad, responsabilidades del Estado, violencia estructural, violencia histórica, vulnerabilidad, violencia continua, defensor de la memoria, conmemoración]",0,0,0,0,0,0,[],Invisibilización y silenciamiento interseccional,"Expone cómo el Estado y el patriarcado racista-clasista borran a las mujeres mayas de la memoria, negándoles humanidad y condición de sujetas históricas; ese silenciamiento opera como violencia estructural e histórica que profundiza desigualdades y exclusiones múltiples tras el conflicto armado."
Actoras Report - Tejidos que lleva el alma.pdf,26,"La invisibilidad destruye la posibilidad de existir socialmente, lo cual re percute en una desvalorización genérica del conjunto de mujeres, y limita su capacidad de cambio. “Es justamente en la manipulación de la memoria y en la amnesia colectiva donde se desvalorizan y enajenan sus posibilidades de acción transformadora” (Gaviola, Largo, Palestro, 1994: 13).",1,"Describe la desvalorización e invisibilización de mujeres como afectadas, sin testimonios directos de víctimas.",1,1,0.5,0,0,0,"[la (non)reconocimiento, exclusión (social), marginalización, discriminación, violencia estructural, vulnerabilidad, actor(as) de cambio, defensor de la memoria]",0,0,0,0,0,0,[],"Invisibilización y silenciamiento, memoria/olvido, patriarcado y desvalorización de género","El texto destaca no reconocimiento, exclusión y discriminación que afectan a las mujeres, configurando violencia estructural que destruye su existencia social y limita su agencia como actoras de cambio y defensoras de la memoria. Marcos adicionales: invisibilización/silenciamiento, memoria/olvido y patriarcado-desvalorización de género."
Actoras Report - Tejidos que lleva el alma.pdf,27,"Además, la invisibilización permite eludir la discusión social sobre las relaciones de poder y las ideologías racistas, sexistas y clasistas2 que sus­ tentaron la apropiación colectiva y violenta de los cuerpos de las mujeres du rante la guerra. Así, se crean las condiciones para que se perpetúen estas re laciones de opresión y se reorganicen en la sociedad post­conflicto.",1,"Menciona la apropiación violenta de los cuerpos de mujeres durante la guerra, refiriéndose explícitamente a víctimas.",1,1,0,0.5,0,0,"[la (non)reconocimiento, discriminación, exclusión (social), marginalización, desigualdad, violencia histórica, violencia estructural, violencia continua, orientación al futuro]",0,0,0,0,0,0,[],Violencia sexual y patriarcado,"El texto vincula la invisibilización con discriminación, exclusión, marginalización y desigualdad (ciudadanía). Describe la apropiación violenta de los cuerpos de mujeres y la persistencia de relaciones de opresión como violencia histórica, estructural y continua (sufrimiento). Alude a la sociedad posconflicto, proyectando efectos futuros (orientación al futuro)."
Actoras Report - Tejidos que lleva el alma.pdf,28,"El pasado no está desvinculado del presente. En este sentido, la historia de Guatemala confirma tristemente esta hipótesis, a través del fenómeno del “feminicidio”.",1," Menciona el fenómeno del feminicidio en Guatemala, aludiendo a mujeres asesinadas como víctimas en el presente.",0.5,1,0,0,0,0,"[discriminación,desigualdad,violencia continua,violencia histórica,violencia estructural]",0,0,0,0,0,0,[],Continuidad histórico-estructural de la violencia de género,"Vincula pasado y presente: el feminicidio actual confirma patrones históricos de violencia contra las mujeres, mostrando persistencia e institucionalización de esa violencia y aludiendo a desigualdades de género que atraviesan Estado y sociedad."
Actoras Report - Tejidos que lleva el alma.pdf,29,"La brutalidad de los homicidios y los signos de violencia sexual que pre sentan ahora los cuerpos mutilados de las víctimas tienen muchas de las características de las terribles atrocidades cometidas durante el conflicto que quedaron impunes. (Amnistía Internacional, 2005: 4)",1, Menciona explícitamente a las víctimas al describir sus cuerpos mutilados y la violencia sufrida; no testimonian.,0.5,1,0,0,0,0,"[obligaciones del Estado,responsabilidades del Estado,violencia continua,violencia histórica]",0,0,0,0,0,0,[],Impunidad estructural,"El segmento describe homicidios y violencia sexual actuales vinculados a patrones del conflicto y remarca que quedaron impunes, enfatizando continuidad de la violencia y ausencia de rendición de cuentas estatal. Esto sustenta sufrimiento (violencia continua e histórica) y ciudadanía de forma indirecta (fallas en las obligaciones y responsabilidades del Estado)."
Actoras Report - Tejidos que lleva el alma.pdf,30,"Esta violencia brutal desatada contra las mujeres a través de la destruc­ ción de sus cuerpos en la etapa de post­conflicto, nos recuerda que las cau sas estructurales de la misma siguen vigentes. La cultura misógina, ra cista y clasista sigue marcando las relaciones sociales. Además, ilustra que la impunidad es uno de los nexos entre la violencia sexual de ayer y los asesinatos de hoy.",1,"Habla de mujeres víctimas de violencia e impunidad en el posconflicto, no son testimonios directos de ellas.",1,1,0,0,0,0,"[discriminación,marginalización,desigualdad,responsabilidades del Estado,violencia estructural,violencia histórica,violencia continua,vulnerabilidad]",0,0,0,0,0,0,[],Violencia de género y feminicidio,"Se enfatiza violencia continua, histórica y estructural contra mujeres, ligada a discriminación, desigualdad y responsabilidades del Estado por impunidad. El marco adicional de violencia de género y feminicidio explica la destrucción de cuerpos y la continuidad entre violencia sexual pasada y asesinatos actuales."
Actoras Report - Tejidos que lleva el alma.pdf,31,"Para hacer visible la violación sexual que se cometió contra las mujeres du rante la guerra, hacer justicia a las sobrevivientes, así como a las que no pu dieron sobrevivir a estos crímenes de lesa humanidad, y contribuir a romper el círculo de la impunidad, decidimos aliarnos feministas en lo individual, mu jeres mayas, una organización de mujeres (unAMg, Unión Nacional de Mu jeres Guatemaltecas), y una organización de derechos humanos (ecAp, Equipo de Estudios Comunitarios y de Acción Psicosocial).",1," Menciona explícitamente sobrevivientes y víctimas de violación sexual; el texto es un pronunciamiento colectivo, no testimonio directo.",1,1,1,0,0,0,"[titular(es) de derechos,obligaciones del Estado,la (non)reconocimiento,violencia histórica,reclamación de los derechos humanos,defensor de los derechos humanos,movilización (comunitaria),movimiento(s) de solidaridad,organizador,activista,sobreviviente]",0,0,0,0,0,0,[],Justicia y lucha contra la impunidad,"Se enfatiza visibilizar la violencia sexual, exigir justicia para sobrevivientes y fallecidas y romper la impunidad. La alianza entre feministas, mujeres mayas y organizaciones de derechos humanos evidencia organización y reclamación de derechos, más que perdón o reconciliación."
